cellid,date.time,from,rain.1h.dmi,air.temp.dmi,mean_wind_speed,soil.temp.dmi,wind.2m.dmi,source.dmi,imei,air.temp.fs,humidity,rain.1h.fs,soil.temp.fs,wind.2m.fs,year2,year4,source.fs,air.temp.error,air.temp.aerror,wind.2m.error,wind.2m.aerror,wind.2m.rerror,rain.1h.error,rain.1h.aerror,rain.1h.rerror,rain.1h.not0.error,rain.1h.not0.aerror,rain.1h.not0.rerror,year,mnth,dom,hr
10km_606_64,2020-04-01T14:00:00Z,2020-04-01 09:00:00,0,6.7,8.4,6.2,6.44288398785915,DMI,862549042466022,6.91833333333333,76.5083333333333,0,5.25666666666667,7.78333333333333,,2020,FieldSense,-0.218333333333333,0.218333333333333,-1.34044934547419,1.34044934547419,-0.17222047265193,0,0,,,,,20,4,1,10
10km_606_64,2020-04-01T15:00:00Z,2020-04-01 10:00:00,0,7.1,8.8,6.4,6.74968798728101,DMI,862549042466022,7.40166666666667,75.3383333333333,0,5.49666666666667,7.23333333333333,,2020,FieldSense,-0.301666666666667,0.301666666666667,-0.483645346052319,0.483645346052319,-0.066863411896634,0,0,,,,,20,4,1,11
10km_606_64,2020-04-01T16:00:00Z,2020-04-01 11:00:00,0,7.7,9.1,6.6,6.97979098684741,DMI,862549042466022,7.18666666666667,77.4333333333333,0,5.77666666666667,7.375,,2020,FieldSense,0.513333333333334,0.513333333333334,-0.39520901315259,0.39520901315259,-0.0535876628003512,0,0,,,,,20,4,1,12
10km_606_64,2020-04-01T17:00:00Z,2020-04-01 12:00:00,0,7.9,8.6,6.8,6.59628598757008,DMI,862549042466022,6.62833333333333,84.975,0.25,6.02833333333333,6.31166666666667,,2020,FieldSense,1.27166666666667,1.27166666666667,0.284619320903412,0.284619320903412,0.0450941622767487,-0.25,0.25,-1,-0.25,0.25,-1,20,4,1,13
10km_606_64,2020-04-01T18:00:00Z,2020-04-01 13:00:00,0.1,7.5,8.7,6.9,6.67298698742554,DMI,862549042466022,6.44833333333333,82.1433333333333,0,6.22666666666667,6.07833333333333,,2020,FieldSense,1.05166666666667,1.05166666666667,0.594653654092212,0.594653654092212,0.097831695216706,0.1,0.1,Inf,0.1,0.1,Inf,20,4,1,14
10km_606_64,2020-04-01T19:00:00Z,2020-04-01 14:00:00,0,7.5,7.9,7,6.05937898858182,DMI,862549042466022,6.595,78.5916666666667,0,6.34,5.48833333333333,,2020,FieldSense,0.905,0.905,0.571045655248485,0.571045655248485,0.10404718893079,0,0,,,,,20,4,1,15
10km_606_64,2020-04-01T20:00:00Z,2020-04-01 15:00:00,0,7.8,8.8,7,6.74968798728101,DMI,862549042466022,6.53166666666667,67.7933333333333,0,6.37,5.925,,2020,FieldSense,1.26833333333333,1.26833333333333,0.824687987281012,0.824687987281012,0.139187845954601,0,0,,,,,20,4,1,16
10km_606_64,2020-04-01T21:00:00Z,2020-04-01 16:00:00,0,7.5,8.1,7,6.21278098829275,DMI,862549042466022,5.92666666666667,63.9683333333333,0,6.37,4.96833333333333,,2020,FieldSense,1.57333333333333,1.57333333333333,1.24444765495941,1.24444765495941,0.250475878220614,0,0,,,,,20,4,1,17
10km_606_64,2020-04-01T22:00:00Z,2020-04-01 17:00:00,0,7,7.3,6.9,5.59917298944902,DMI,862549042466022,5.57,67.9066666666667,0,6.31,4.70166666666667,,2020,FieldSense,1.43,1.43,0.897506322782353,0.897506322782353,0.190891100201847,0,0,,,,,20,4,1,18
10km_606_64,2020-04-01T23:00:00Z,2020-04-01 18:00:00,0,6.7,6.9,6.8,5.29236899002716,DMI,862549042466022,5.36166666666667,70.8533333333333,0,6.215,5.42333333333333,,2020,FieldSense,1.33833333333333,1.33833333333333,-0.130964343306176,0.130964343306176,-0.0241483116114646,0,0,,,,,20,4,1,19
10km_606_64,2020-04-02T00:00:00Z,2020-04-01 19:00:00,0,6.4,7.3,6.7,5.59917298944902,DMI,862549042466022,5.065,74.3866666666667,0,6.1,5.275,,2020,FieldSense,1.335,1.335,0.32417298944902,0.32417298944902,0.0614545951562122,0,0,,,,,20,4,1,20
10km_606_64,2020-04-02T01:00:00Z,2020-04-01 20:00:00,0,6.1,7.9,6.6,6.05937898858182,DMI,862549042466022,4.83166666666667,77.8766666666667,0,6.03,5.02333333333333,,2020,FieldSense,1.26833333333333,1.26833333333333,1.03604565524848,1.03604565524848,0.206246646698438,0,0,,,,,20,4,1,21
10km_606_64,2020-04-02T02:00:00Z,2020-04-01 21:00:00,0,5.9,8,6.5,6.13607998843728,DMI,862549042466022,4.76166666666667,81.1516666666667,0,5.93,5.48,,2020,FieldSense,1.13833333333333,1.13833333333333,0.656079988437283,0.656079988437283,0.119722625627241,0,0,,,,,20,4,1,22
10km_606_64,2020-04-02T03:00:00Z,2020-04-01 22:00:00,0,5.8,7.8,6.5,5.98267798872635,DMI,862549042466022,4.64666666666667,83.4166666666667,0,5.85,5.385,,2020,FieldSense,1.15333333333333,1.15333333333333,0.597677988726351,0.597677988726351,0.110989412948254,0,0,,,,,20,4,1,23
10km_606_64,2020-04-02T04:00:00Z,2020-04-01 23:00:00,0,5.8,7.8,6.4,5.98267798872635,DMI,862549042466022,4.60666666666667,85.4233333333333,0,5.79,5.355,,2020,FieldSense,1.19333333333333,1.19333333333333,0.627677988726351,0.627677988726351,0.117213443272895,0,0,,,,,20,4,2,0
10km_606_64,2020-04-02T05:00:00Z,2020-04-02 00:00:00,0,5.8,7.8,6.4,5.98267798872635,DMI,862549042466022,4.63833333333333,86.045,0,5.73833333333333,5.565,,2020,FieldSense,1.16166666666667,1.16166666666667,0.417677988726351,0.417677988726351,0.0750544454135402,0,0,,,,,20,4,2,1
10km_606_64,2020-04-02T06:00:00Z,2020-04-02 01:00:00,0,5.7,7.7,6.3,5.90597698887088,DMI,862549042466022,4.655,86.0566666666667,0,5.67,5.295,,2020,FieldSense,1.045,1.045,0.610976988870886,0.610976988870886,0.115387533308949,0,0,,,,,20,4,2,2
10km_606_64,2020-04-02T07:00:00Z,2020-04-02 02:00:00,0,5.7,8,6.3,6.13607998843728,DMI,862549042466022,4.60833333333333,86.1783333333333,0,5.63,5.44333333333333,,2020,FieldSense,1.09166666666667,1.09166666666667,0.69274665510395,0.69274665510395,0.12726515403012,0,0,,,,,20,4,2,3
10km_606_64,2020-04-02T08:00:00Z,2020-04-02 03:00:00,0,5.7,7.9,6.3,6.05937898858182,DMI,862549042466022,4.52333333333333,86.935,0,5.61,6.02666666666667,,2020,FieldSense,1.17666666666667,1.17666666666667,0.0327123219151515,0.0327123219151515,0.00542792952131932,0,0,,,,,20,4,2,4
10km_606_64,2020-04-02T09:00:00Z,2020-04-02 04:00:00,0,5.6,8.6,6.3,6.59628598757008,DMI,862549042466022,4.385,87.84,0,5.57,6.01833333333333,,2020,FieldSense,1.215,1.215,0.577952654236745,0.577952654236745,0.096032011227374,0,0,,,,,20,4,2,5
10km_606_64,2020-04-02T10:00:00Z,2020-04-02 05:00:00,0,5.5,8.1,6.2,6.21278098829275,DMI,862549042466022,5.22166666666667,84.3666666666667,0,5.53,6.55833333333333,,2020,FieldSense,0.278333333333333,0.278333333333333,-0.345552345040585,0.345552345040585,-0.0526890487990727,0,0,,,,,20,4,2,6
10km_606_64,2020-04-02T11:00:00Z,2020-04-02 06:00:00,0,6,8.8,6.2,6.74968798728101,DMI,862549042466022,5.81,80.6316666666667,0,5.5,7.12666666666667,,2020,FieldSense,0.19,0.19,-0.376978679385656,0.376978679385656,-0.0528969147875101,0,0,,,,,20,4,2,7
10km_606_64,2020-04-02T12:00:00Z,2020-04-02 07:00:00,0,6.6,9.8,6.4,7.51669798583567,DMI,862549042466022,6.27166666666667,75.9283333333333,0,5.56,8.08166666666667,,2020,FieldSense,0.328333333333332,0.328333333333332,-0.564968680830995,0.564968680830995,-0.0699074465866357,0,0,,,,,20,4,2,8
10km_606_64,2020-04-02T13:00:00Z,2020-04-02 08:00:00,0,7.1,10.5,6.5,8.05360498482393,DMI,862549042466022,7.345,72.3883333333333,0,5.68333333333333,8.49,,2020,FieldSense,-0.245,0.245,-0.436395015176066,0.436395015176066,-0.0514010618581938,0,0,,,,,20,4,2,9
10km_606_64,2020-04-02T14:00:00Z,2020-04-02 09:00:00,0,7.8,11.3,6.7,8.66721298366766,DMI,862549042466022,8.13666666666667,68.0033333333333,0,5.88166666666667,8.40333333333333,,2020,FieldSense,-0.336666666666667,0.336666666666667,0.263879650334331,0.263879650334331,0.0314017830623956,0,0,,,,,20,4,2,10
10km_606_64,2020-04-02T15:00:00Z,2020-04-02 10:00:00,0,8.4,11.6,6.9,8.89731598323406,DMI,862549042466022,8.875,62.9283333333333,0,6.205,8.71666666666667,,2020,FieldSense,-0.475,0.475,0.180649316567393,0.180649316567393,0.020724586986699,0,0,,,,,20,4,2,11
10km_606_64,2020-04-02T16:00:00Z,2020-04-02 11:00:00,0,8.9,12.8,7.3,9.81772798149965,DMI,862549042466022,8.68166666666667,62.615,0,6.53833333333333,8.70833333333333,,2020,FieldSense,0.218333333333334,0.218333333333334,1.10939464816632,1.10939464816632,0.127394600746372,0,0,,,,,20,4,2,12
10km_606_64,2020-04-02T17:00:00Z,2020-04-02 12:00:00,0,8.6,12.8,7.4,9.81772798149965,DMI,862549042466022,7.855,67.8766666666667,0,6.82,8.245,,2020,FieldSense,0.744999999999999,0.744999999999999,1.57272798149965,1.57272798149965,0.190749300363815,0,0,,,,,20,4,2,13
10km_606_64,2020-04-02T18:00:00Z,2020-04-02 13:00:00,0,8.7,12.4,7.4,9.51092398207779,DMI,862549042466022,7.85833333333333,65.4833333333333,0,6.965,8.965,,2020,FieldSense,0.841666666666665,0.841666666666665,0.54592398207779,0.54592398207779,0.0608950342529604,0,0,,,,,20,4,2,14
10km_606_64,2020-04-02T19:00:00Z,2020-04-02 14:00:00,0,8.5,12.6,7.4,9.66432598178872,DMI,862549042466022,7.395,68.0516666666667,0,7.04,9.17333333333333,,2020,FieldSense,1.105,1.105,0.490992648455386,0.490992648455386,0.0535239078984795,0,0,,,,,20,4,2,15
10km_606_64,2020-04-02T20:00:00Z,2020-04-02 15:00:00,0,8.1,13.1,7.4,10.0478309810661,DMI,862549042466022,6.595,79.1283333333333,0,7.01,9.245,,2020,FieldSense,1.505,1.505,0.802830981066052,0.802830981066052,0.0868394787524123,0,0,,,,,20,4,2,16
10km_606_64,2020-04-02T21:00:00Z,2020-04-02 16:00:00,0.1,7.2,11.9,7.2,9.12741898280046,DMI,862549042466022,5.53,90.325,0,6.95333333333333,8.535,,2020,FieldSense,1.67,1.67,0.59241898280046,0.59241898280046,0.0694105428002882,0.1,0.1,Inf,0.1,0.1,Inf,20,4,2,17
10km_606_64,2020-04-02T22:00:00Z,2020-04-02 17:00:00,0.1,6.5,11.5,7.2,8.82061498337859,DMI,862549042466022,4.885,89.5216666666667,0.75,6.88,7.64666666666667,,2020,FieldSense,1.615,1.615,1.17394831671193,1.17394831671193,0.153524191374707,-0.65,0.65,-0.866666666666667,-0.65,0.65,-0.866666666666667,20,4,2,18
10km_606_64,2020-04-02T23:00:00Z,2020-04-02 18:00:00,0.5,5.4,9.8,7,7.51669798583567,DMI,862549042466022,4.185,86.2716666666667,0.25,6.79,5.71,,2020,FieldSense,1.215,1.215,1.80669798583567,1.80669798583567,0.316409454612202,0.25,0.25,1,0.25,0.25,1,20,4,2,19
10km_606_64,2020-04-03T00:00:00Z,2020-04-02 19:00:00,0,5.5,8.8,6.9,6.74968798728101,DMI,862549042466022,4.42166666666667,82.9166666666667,0,6.69333333333333,6.35,,2020,FieldSense,1.07833333333333,1.07833333333333,0.399687987281012,0.399687987281012,0.0629429901229939,0,0,,,,,20,4,2,20
10km_606_64,2020-04-03T01:00:00Z,2020-04-02 20:00:00,0,5.6,9.6,6.8,7.36329598612474,DMI,862549042466022,3.7,69.8516666666667,0,6.55,7.715,,2020,FieldSense,1.9,1.9,-0.351704013875261,0.351704013875261,-0.0455870400356786,0,0,,,,,20,4,2,21
10km_606_64,2020-04-03T02:00:00Z,2020-04-02 21:00:00,0,5.1,10.4,6.7,7.97690398496847,DMI,862549042466022,3.095,70.16,0,6.40166666666667,7.94,,2020,FieldSense,2.005,2.005,0.03690398496847,0.03690398496847,0.00464785704892567,0,0,,,,,20,4,2,22
10km_606_64,2020-04-03T03:00:00Z,2020-04-02 22:00:00,0,4.8,11.1,6.5,8.51381098395673,DMI,862549042466022,3.05,70.8466666666666,0,6.205,8.11666666666667,,2020,FieldSense,1.75,1.75,0.397144317290063,0.397144317290063,0.0489294846763939,0,0,,,,,20,4,2,23
10km_606_64,2020-04-03T04:00:00Z,2020-04-02 23:00:00,0,4.6,11.7,6.4,8.97401698308953,DMI,862549042466022,3.135,74.8166666666667,0,5.99666666666667,8.35166666666667,,2020,FieldSense,1.465,1.465,0.622350316422859,0.622350316422859,0.0745180981548024,0,0,,,,,20,4,3,0
10km_606_64,2020-04-03T05:00:00Z,2020-04-03 00:00:00,0,4.5,12,6.3,9.20411998265592,DMI,862549042466022,2.62166666666667,82.715,0,5.81,7.95166666666667,,2020,FieldSense,1.87833333333333,1.87833333333333,1.25245331598926,1.25245331598926,0.157508277005566,0,0,,,,,20,4,3,1
10km_606_64,2020-04-03T06:00:00Z,2020-04-03 01:00:00,0,4.1,10.7,6.2,8.20700698453487,DMI,862549042466022,2.54166666666667,84.155,0,5.66166666666667,6.84833333333333,,2020,FieldSense,1.55833333333333,1.55833333333333,1.35867365120153,1.35867365120153,0.198394789661942,0,0,,,,,20,4,3,2
10km_606_64,2020-04-03T07:00:00Z,2020-04-03 02:00:00,0,4,9.9,6.1,7.59339898569114,DMI,862549042466022,2.13166666666667,84.83,0,5.50833333333333,6.32166666666667,,2020,FieldSense,1.86833333333333,1.86833333333333,1.27173231902447,1.27173231902447,0.201170416929787,0,0,,,,,20,4,3,3
10km_606_64,2020-04-03T08:00:00Z,2020-04-03 03:00:00,0,3.8,9.3,6,7.13319298655834,DMI,862549042466022,1.93,87.0233333333333,0,5.37,5.44833333333333,,2020,FieldSense,1.87,1.87,1.68485965322501,1.68485965322501,0.309243129989295,0,0,,,,,20,4,3,4
10km_606_64,2020-04-03T09:00:00Z,2020-04-03 04:00:00,0,3.4,8,6,6.13607998843728,DMI,862549042466022,2.33,83.6633333333333,0,5.27,5.43666666666667,,2020,FieldSense,1.07,1.07,0.699413321770616,0.699413321770616,0.12864745342194,0,0,,,,,20,4,3,5
10km_606_64,2020-04-03T10:00:00Z,2020-04-03 05:00:00,0,3.9,8.2,5.9,6.28948198814822,DMI,862549042466022,3.37166666666667,79.2816666666667,0,5.15,6.22666666666667,,2020,FieldSense,0.528333333333333,0.528333333333333,0.0628153214815486,0.0628153214815486,0.0100881137283,0,0,,,,,20,4,3,6
10km_606_64,2020-04-03T11:00:00Z,2020-04-03 06:00:00,0,4.4,8.8,5.9,6.74968798728101,DMI,862549042466022,4.325,73.6566666666667,0,5.1,6.67166666666667,,2020,FieldSense,0.0750000000000002,0.0750000000000002,0.0780213206143454,0.0780213206143454,0.0116944272716981,0,0,,,,,20,4,3,7
10km_606_64,2020-04-03T12:00:00Z,2020-04-03 07:00:00,0,5.3,8.4,6,6.44288398785915,DMI,862549042466022,5.04666666666667,66.14,0,5.1,7.34333333333333,,2020,FieldSense,0.253333333333333,0.253333333333333,-0.900449345474185,0.900449345474185,-0.12262133619712,0,0,,,,,20,4,3,8
10km_606_64,2020-04-03T13:00:00Z,2020-04-03 08:00:00,0,5.9,9.2,6.2,7.05649198670287,DMI,862549042466022,5.85166666666667,56.1683333333333,0,5.205,8.60666666666667,,2020,FieldSense,0.0483333333333338,0.0483333333333338,-1.55017467996379,1.55017467996379,-0.180113247091068,0,0,,,,,20,4,3,9
10km_606_64,2020-04-03T14:00:00Z,2020-04-03 09:00:00,0,6.6,10.7,6.4,8.20700698453487,DMI,862549042466022,6.74333333333333,51.34,0,5.34,9.31166666666667,,2020,FieldSense,-0.143333333333333,0.143333333333333,-1.1046596821318,1.1046596821318,-0.118631789740304,0,0,,,,,20,4,3,10
10km_606_64,2020-04-03T15:00:00Z,2020-04-03 10:00:00,0,7.2,11.4,6.7,8.74391398352313,DMI,862549042466022,7.48833333333333,46.3483333333333,0,5.54833333333333,9.28833333333333,,2020,FieldSense,-0.288333333333333,0.288333333333333,-0.544419349810205,0.544419349810205,-0.0586132441927369,0,0,,,,,20,4,3,11
10km_606_64,2020-04-03T16:00:00Z,2020-04-03 11:00:00,0,7.7,10.9,6.9,8.3604089842458,DMI,862549042466022,7.41333333333333,48.8283333333333,0,5.80833333333333,9.395,,2020,FieldSense,0.286666666666667,0.286666666666667,-1.0345910157542,1.0345910157542,-0.11012144925537,0,0,,,,,20,4,3,12
10km_606_64,2020-04-03T17:00:00Z,2020-04-03 12:00:00,0,7.8,10.7,7.1,8.20700698453487,DMI,862549042466022,7.55166666666667,48.8566666666667,0,6.09,8.24166666666667,,2020,FieldSense,0.248333333333333,0.248333333333333,-0.0346596821318013,0.0346596821318013,-0.00420542149223069,0,0,,,,,20,4,3,13
10km_606_64,2020-04-03T18:00:00Z,2020-04-03 13:00:00,0,7.9,10.5,7.2,8.05360498482393,DMI,862549042466022,7.56166666666667,46.015,0,6.34,8.375,,2020,FieldSense,0.338333333333333,0.338333333333333,-0.321395015176066,0.321395015176066,-0.0383755242001272,0,0,,,,,20,4,3,14
10km_606_64,2020-04-03T19:00:00Z,2020-04-03 14:00:00,0,7.8,9.7,7.3,7.4399969859802,DMI,862549042466022,7.19833333333333,50.1633333333333,0,6.51833333333333,7.36333333333333,,2020,FieldSense,0.601666666666667,0.601666666666667,0.0766636526468716,0.0766636526468716,0.0104115417809241,0,0,,,,,20,4,3,15
10km_606_64,2020-04-03T20:00:00Z,2020-04-03 15:00:00,0,7.6,9,7.2,6.90308998699194,DMI,862549042466022,6.385,52.95,0,6.64,6.755,,2020,FieldSense,1.215,1.215,0.148089986991943,0.148089986991943,0.0219230180595031,0,0,,,,,20,4,3,16
10km_606_64,2020-04-03T21:00:00Z,2020-04-03 16:00:00,0,6.8,8.6,7.1,6.59628598757008,DMI,862549042466022,4.78833333333333,56.8883333333333,0,6.66,5.385,,2020,FieldSense,2.01166666666667,2.01166666666667,1.21128598757008,1.21128598757008,0.224937045045511,0,0,,,,,20,4,3,17
10km_606_64,2020-04-03T22:00:00Z,2020-04-03 17:00:00,0,5.7,7.1,6.9,5.44577098973809,DMI,862549042466022,3.52833333333333,63.5816666666667,0,6.58,3.96333333333333,,2020,FieldSense,2.17166666666667,2.17166666666667,1.48243765640475,1.48243765640475,0.374038096653849,0,0,,,,,20,4,3,18
10km_606_64,2020-04-03T23:00:00Z,2020-04-03 18:00:00,0,4.9,6,6.8,4.60205999132796,DMI,862549042466022,2.75833333333333,71.2283333333333,0,6.42166666666667,2.98833333333333,,2020,FieldSense,2.14166666666667,2.14166666666667,1.61372665799463,1.61372665799463,0.540008920689781,0,0,,,,,20,4,3,19
10km_606_64,2020-04-04T00:00:00Z,2020-04-03 19:00:00,0,4.5,5.8,6.7,4.44865799161703,DMI,862549042466022,2.64166666666667,74.76,0,6.235,2.95833333333333,,2020,FieldSense,1.85833333333333,1.85833333333333,1.4903246582837,1.4903246582837,0.503771715476179,0,0,,,,,20,4,3,20
10km_606_64,2020-04-04T01:00:00Z,2020-04-03 20:00:00,0,4.2,5.8,6.5,4.44865799161703,DMI,862549042466022,2.215,81.8733333333333,0,6.06,2.815,,2020,FieldSense,1.985,1.985,1.63365799161703,1.63365799161703,0.580340316737844,0,0,,,,,20,4,3,21
10km_606_64,2020-04-04T02:00:00Z,2020-04-03 21:00:00,0,4,5.5,6.4,4.21855499205063,DMI,862549042466022,1.315,86.305,0,5.87,1.495,,2020,FieldSense,2.685,2.685,2.72355499205063,2.72355499205063,1.82177591441514,0,0,,,,,20,4,3,22
10km_606_64,2020-04-04T03:00:00Z,2020-04-03 22:00:00,0,3.6,4.8,6.3,3.68164799306237,DMI,862549042466022,0.756666666666667,89.8566666666667,0,5.69333333333333,1.62333333333333,,2020,FieldSense,2.84333333333333,2.84333333333333,2.05831465972904,2.05831465972904,1.26795564254355,0,0,,,,,20,4,3,23
10km_606_64,2020-04-04T04:00:00Z,2020-04-03 23:00:00,0,2.7,4.3,6.2,3.29814299378504,DMI,862549042466022,0.698333333333333,90.2616666666667,0,5.53833333333333,1.49,,2020,FieldSense,2.00166666666667,2.00166666666667,1.80814299378504,1.80814299378504,1.21351878777519,0,0,,,,,20,4,4,0
10km_606_64,2020-04-04T05:00:00Z,2020-04-04 00:00:00,0,2.8,4.4,6,3.37484399364051,DMI,862549042466022,0.38,90.9216666666667,0,5.37,1.24666666666667,,2020,FieldSense,2.42,2.42,2.12817732697384,2.12817732697384,1.70709411254586,0,0,,,,,20,4,4,1
10km_606_64,2020-04-04T06:00:00Z,2020-04-04 01:00:00,0,2.2,4.4,5.9,3.37484399364051,DMI,862549042466022,0.361666666666667,91.5033333333333,0,5.19333333333333,1.28833333333333,,2020,FieldSense,1.83833333333333,1.83833333333333,2.08651066030717,2.08651066030717,1.61954255651268,0,0,,,,,20,4,4,2
10km_606_64,2020-04-04T07:00:00Z,2020-04-04 02:00:00,0,2.1,4.3,5.7,3.29814299378504,DMI,862549042466022,0.831666666666667,92.6183333333333,0,5.05,1.45833333333333,,2020,FieldSense,1.26833333333333,1.26833333333333,1.83980966045171,1.83980966045171,1.26158376716688,0,0,,,,,20,4,4,3
10km_606_64,2020-04-04T08:00:00Z,2020-04-04 03:00:00,0,2.5,4.1,5.6,3.14474099407411,DMI,862549042466022,2.54,91.275,0,4.88,2.44833333333333,,2020,FieldSense,-0.04,0.04,0.696407660740774,0.696407660740774,0.284441522426456,0,0,,,,,20,4,4,4
10km_606_64,2020-04-04T09:00:00Z,2020-04-04 04:00:00,0,2.8,4.3,5.6,3.29814299378504,DMI,862549042466022,3.115,87.5433333333333,0,4.78,2.93,,2020,FieldSense,-0.315,0.315,0.36814299378504,0.36814299378504,0.125646072964178,0,0,,,,,20,4,4,5
10km_606_64,2020-04-04T10:00:00Z,2020-04-04 05:00:00,0,3.8,4.6,5.6,3.52824599335144,DMI,862549042466022,4.06666666666667,85.0966666666667,0,4.75,3.72833333333333,,2020,FieldSense,-0.266666666666667,0.266666666666667,-0.200087339981896,0.200087339981896,-0.053666698251738,0,0,,,,,20,4,4,6
10km_606_64,2020-04-04T11:00:00Z,2020-04-04 06:00:00,0,4.7,5.4,5.7,4.14185399219517,DMI,862549042466022,5.055,81.4633333333333,0,4.715,4.415,,2020,FieldSense,-0.355,0.355,-0.273146007804834,0.273146007804834,-0.0618677254371084,0,0,,,,,20,4,4,7
10km_606_64,2020-04-04T12:00:00Z,2020-04-04 07:00:00,0,5.9,5.7,5.8,4.37195699176156,DMI,862549042466022,5.88,76.9166666666667,0,4.8,4.30333333333333,,2020,FieldSense,0.0200000000000005,0.0200000000000005,0.0686236584282307,0.0686236584282307,0.0159466286045462,0,0,,,,,20,4,4,8
10km_606_64,2020-04-04T13:00:00Z,2020-04-04 08:00:00,0,6.4,5.6,6.1,4.2952559919061,DMI,862549042466022,6.26666666666667,72.6483333333333,0,4.99666666666667,4.59833333333333,,2020,FieldSense,0.133333333333334,0.133333333333334,-0.303077341427235,0.303077341427235,-0.0659102590997974,0,0,,,,,20,4,4,9
10km_606_64,2020-04-04T14:00:00Z,2020-04-04 09:00:00,0,6.9,5.7,6.4,4.37195699176156,DMI,862549042466022,6.49166666666667,71.6116666666667,0,5.29833333333333,4.395,,2020,FieldSense,0.408333333333333,0.408333333333333,-0.0230430082384352,0.0230430082384352,-0.00524300528747101,0,0,,,,,20,4,4,10
10km_606_64,2020-04-04T15:00:00Z,2020-04-04 10:00:00,0,6.9,5.5,6.7,4.21855499205063,DMI,862549042466022,5.89833333333333,78.1683333333333,0,5.64333333333333,3.82833333333333,,2020,FieldSense,1.00166666666667,1.00166666666667,0.390221658717299,0.390221658717299,0.101929906499947,0,0,,,,,20,4,4,11
